Time,Temperature(℃),Humidity(%RH)
2022-05-13 01:16:00,10.26,70.21
2022-05-13 01:15:00,10.25,70.26
2022-05-13 01:14:00,10.24,70.31
2022-05-13 01:13:00,10.24,70.37
2022-05-13 01:12:00,10.23,70.42
2022-05-13 01:11:00,10.22,70.47
2022-05-13 01:10:00,10.21,70.52
2022-05-13 01:09:00,10.21,70.57
2022-05-13 01:08:00,10.21,70.68
2022-05-13 01:07:00,10.22,70.64
2022-05-13 01:06:00,10.23,70.61
2022-05-13 01:05:00,10.24,70.58
2022-05-13 01:04:00,10.25,70.55
2022-05-13 01:03:00,10.25,70.51
2022-05-13 01:02:00,10.26,70.48
2022-05-13 01:01:00,10.27,70.45
2022-05-13 01:00:00,10.28,70.42
2022-05-13 00:59:00,10.28,70.39
2022-05-13 00:58:00,10.21,70.69
2022-05-13 00:57:00,10.22,70.65
2022-05-13 00:56:00,10.22,70.62
2022-05-13 00:55:00,10.23,70.59
2022-05-13 00:54:00,10.23,70.56
2022-05-13 00:53:00,10.24,70.52
2022-05-13 00:52:00,10.24,70.49
2022-05-13 00:51:00,10.25,70.46
2022-05-13 00:50:00,10.25,70.43
2022-05-13 00:49:00,10.25,70.40
2022-05-13 00:48:00,10.28,70.48
2022-05-13 00:47:00,10.27,70.45
2022-05-13 00:46:00,10.26,70.42
2022-05-13 00:45:00,10.25,70.39
2022-05-13 00:44:00,10.24,70.36
2022-05-13 00:43:00,10.23,70.33
2022-05-13 00:42:00,10.22,70.30
2022-05-13 00:41:00,10.21,70.27
2022-05-13 00:40:00,10.20,70.24
2022-05-13 00:39:00,10.20,70.21
2022-05-13 00:38:00,10.29,70.33
2022-05-13 00:37:00,10.28,70.26
2022-05-13 00:36:00,10.27,70.19
2022-05-13 00:35:00,10.26,70.12
2022-05-13 00:34:00,10.25,70.05
2022-05-13 00:33:00,10.24,69.98
2022-05-13 00:32:00,10.23,69.91
2022-05-13 00:31:00,10.22,69.84
2022-05-13 00:30:00,10.21,69.77
2022-05-13 00:29:00,10.20,69.70
2022-05-13 00:28:00,10.28,69.72
2022-05-13 00:27:00,10.27,69.67
2022-05-13 00:26:00,10.26,69.62
2022-05-13 00:25:00,10.25,69.58
2022-05-13 00:24:00,10.24,69.53
2022-05-13 00:23:00,10.23,69.49
2022-05-13 00:22:00,10.22,69.44
2022-05-13 00:21:00,10.21,69.40
2022-05-13 00:20:00,10.20,69.35
2022-05-13 00:19:00,10.20,69.31
2022-05-13 00:18:00,10.29,69.47
2022-05-13 00:17:00,10.28,69.40
2022-05-13 00:16:00,10.27,69.33
2022-05-13 00:15:00,10.26,69.27
2022-05-13 00:14:00,10.25,69.20
2022-05-13 00:13:00,10.24,69.14
2022-05-13 00:12:00,10.23,69.07
2022-05-13 00:11:00,10.22,69.01
2022-05-13 00:10:00,10.21,68.94
2022-05-13 00:09:00,10.20,68.88
2022-05-13 00:08:00,10.27,68.83
2022-05-13 00:07:00,10.26,68.78
2022-05-13 00:06:00,10.25,68.73
2022-05-13 00:05:00,10.24,68.68
2022-05-13 00:04:00,10.23,68.63
2022-05-13 00:03:00,10.23,68.59
2022-05-13 00:02:00,10.22,68.54
2022-05-13 00:01:00,10.21,68.49
2022-05-13 00:00:00,10.20,68.44
2022-05-12 23:59:00,10.20,68.40
2022-05-12 23:58:00,10.27,68.30
2022-05-12 23:57:00,10.26,68.22
2022-05-12 23:56:00,10.25,68.14
2022-05-12 23:55:00,10.24,68.07
2022-05-12 23:54:00,10.23,67.99
2022-05-12 23:53:00,10.23,67.91
2022-05-12 23:52:00,10.22,67.84
2022-05-12 23:51:00,10.21,67.76
2022-05-12 23:50:00,10.20,67.68
2022-05-12 23:49:00,10.20,67.61
2022-05-12 23:48:00,10.20,67.69
2022-05-12 23:47:00,10.21,67.66
2022-05-12 23:46:00,10.22,67.63
2022-05-12 23:45:00,10.23,67.60
2022-05-12 23:44:00,10.24,67.57
2022-05-12 23:43:00,10.24,67.55
2022-05-12 23:42:00,10.25,67.52
2022-05-12 23:41:00,10.26,67.49
2022-05-12 23:40:00,10.27,67.46
2022-05-12 23:39:00,10.27,67.44
2022-05-12 23:38:00,10.28,67.39
2022-05-12 23:37:00,10.27,67.33
2022-05-12 23:36:00,10.26,67.28
2022-05-12 23:35:00,10.25,67.23
2022-05-12 23:34:00,10.24,67.18
2022-05-12 23:33:00,10.23,67.13
2022-05-12 23:32:00,10.22,67.08
2022-05-12 23:31:00,10.21,67.03
2022-05-12 23:30:00,10.20,66.98
2022-05-12 23:29:00,10.20,66.93
2022-05-12 23:28:00,10.27,67.00
2022-05-12 23:27:00,10.26,66.97
2022-05-12 23:26:00,10.25,66.94
2022-05-12 23:25:00,10.24,66.92
2022-05-12 23:24:00,10.23,66.89
2022-05-12 23:23:00,10.23,66.86
2022-05-12 23:22:00,10.22,66.84
2022-05-12 23:21:00,10.21,66.81
2022-05-12 23:20:00,10.20,66.78
2022-05-12 23:19:00,10.20,66.76
2022-05-12 23:18:00,10.21,66.77
2022-05-12 23:17:00,10.23,66.71
2022-05-12 23:16:00,10.25,66.66
2022-05-12 23:15:00,10.27,66.61
2022-05-12 23:14:00,10.29,66.56
2022-05-12 23:13:00,10.31,66.50
2022-05-12 23:12:00,10.33,66.45
2022-05-12 23:11:00,10.35,66.40
2022-05-12 23:10:00,10.37,66.35
2022-05-12 23:09:00,10.38,66.30
2022-05-12 23:08:00,10.31,66.26
2022-05-12 23:07:00,10.33,66.17
2022-05-12 23:06:00,10.34,66.09
2022-05-12 23:05:00,10.36,66.01
2022-05-12 23:04:00,10.37,65.92
2022-05-12 23:03:00,10.39,65.84
2022-05-12 23:02:00,10.40,65.76
2022-05-12 23:01:00,10.42,65.67
2022-05-12 23:00:00,10.43,65.59
2022-05-12 22:59:00,10.44,65.51
2022-05-12 22:58:00,10.41,65.58
2022-05-12 22:57:00,10.43,65.54
2022-05-12 22:56:00,10.45,65.50
2022-05-12 22:55:00,10.47,65.46
2022-05-12 22:54:00,10.49,65.42
2022-05-12 22:53:00,10.51,65.39
2022-05-12 22:52:00,10.53,65.35
2022-05-12 22:51:00,10.55,65.31
2022-05-12 22:50:00,10.57,65.27
2022-05-12 22:49:00,10.58,65.24
2022-05-12 22:48:00,10.50,65.08
2022-05-12 22:47:00,10.53,65.03
2022-05-12 22:46:00,10.55,64.98
2022-05-12 22:45:00,10.57,64.94
2022-05-12 22:44:00,10.59,64.89
2022-05-12 22:43:00,10.62,64.84
2022-05-12 22:42:00,10.64,64.80
2022-05-12 22:41:00,10.66,64.75
2022-05-12 22:40:00,10.68,64.70
2022-05-12 22:39:00,10.70,64.66
2022-05-12 22:38:00,10.70,64.69
2022-05-12 22:37:00,10.72,64.62
2022-05-12 22:36:00,10.74,64.55
2022-05-12 22:35:00,10.75,64.49
2022-05-12 22:34:00,10.77,64.42
2022-05-12 22:33:00,10.79,64.36
2022-05-12 22:32:00,10.80,64.29
2022-05-12 22:31:00,10.82,64.23
2022-05-12 22:30:00,10.84,64.16
2022-05-12 22:29:00,10.85,64.10
2022-05-12 22:28:00,10.80,64.07
2022-05-12 22:27:00,10.82,64.04
2022-05-12 22:26:00,10.84,64.01
2022-05-12 22:25:00,10.86,63.98
2022-05-12 22:24:00,10.88,63.95
2022-05-12 22:23:00,10.90,63.92
2022-05-12 22:22:00,10.92,63.89
2022-05-12 22:21:00,10.94,63.86
2022-05-12 22:20:00,10.96,63.83
2022-05-12 22:19:00,10.98,63.81
2022-05-12 22:18:00,11.01,63.87
2022-05-12 22:17:00,11.04,63.85
2022-05-12 22:16:00,11.06,63.83
2022-05-12 22:15:00,11.08,63.81
2022-05-12 22:14:00,11.10,63.79
2022-05-12 22:13:00,11.13,63.78
2022-05-12 22:12:00,11.15,63.76
2022-05-12 22:11:00,11.17,63.74
2022-05-12 22:10:00,11.19,63.72
2022-05-12 22:09:00,11.21,63.71
2022-05-12 22:08:00,11.21,63.90
2022-05-12 22:07:00,11.23,63.88
2022-05-12 22:06:00,11.25,63.86
2022-05-12 22:05:00,11.27,63.84
2022-05-12 22:04:00,11.29,63.82
2022-05-12 22:03:00,11.31,63.80
2022-05-12 22:02:00,11.33,63.78
2022-05-12 22:01:00,11.35,63.76
2022-05-12 22:00:00,11.37,63.74
2022-05-12 21:59:00,11.39,63.73
2022-05-12 21:58:00,11.38,63.80
2022-05-12 21:57:00,11.42,63.72
2022-05-12 21:56:00,11.46,63.65
2022-05-12 21:55:00,11.49,63.58
2022-05-12 21:54:00,11.53,63.50
2022-05-12 21:53:00,11.57,63.43
2022-05-12 21:52:00,11.60,63.36
2022-05-12 21:51:00,11.64,63.28
2022-05-12 21:50:00,11.68,63.21
2022-05-12 21:49:00,11.71,63.14
2022-05-12 21:48:00,11.71,63.01
2022-05-12 21:47:00,11.73,62.91
2022-05-12 21:46:00,11.75,62.81
2022-05-12 21:45:00,11.77,62.72
2022-05-12 21:44:00,11.79,62.62
2022-05-12 21:43:00,11.81,62.52
2022-05-12 21:42:00,11.83,62.43
2022-05-12 21:41:00,11.85,62.33
2022-05-12 21:40:00,11.87,62.23
2022-05-12 21:39:00,11.89,62.14
2022-05-12 21:38:00,11.95,62.14
2022-05-12 21:37:00,11.99,62.04
2022-05-12 21:36:00,12.03,61.95
2022-05-12 21:35:00,12.06,61.86
2022-05-12 21:34:00,12.10,61.76
2022-05-12 21:33:00,12.13,61.67
2022-05-12 21:32:00,12.17,61.58
2022-05-12 21:31:00,12.20,61.48
2022-05-12 21:30:00,12.24,61.39
2022-05-12 21:29:00,12.27,61.30
2022-05-12 21:28:00,12.33,61.37
2022-05-12 21:27:00,12.37,61.35
2022-05-12 21:26:00,12.41,61.33
2022-05-12 21:25:00,12.44,61.31
2022-05-12 21:24:00,12.48,61.29
2022-05-12 21:23:00,12.51,61.27
2022-05-12 21:22:00,12.55,61.25
2022-05-12 21:21:00,12.58,61.23
2022-05-12 21:20:00,12.62,61.21
2022-05-12 21:19:00,12.65,61.20
2022-05-12 21:18:00,12.71,61.28
2022-05-12 21:17:00,12.76,61.18
2022-05-12 21:16:00,12.80,61.08
2022-05-12 21:15:00,12.84,60.98
2022-05-12 21:14:00,12.88,60.88
2022-05-12 21:13:00,12.92,60.78
2022-05-12 21:12:00,12.96,60.68
2022-05-12 21:11:00,13.00,60.58
2022-05-12 21:10:00,13.04,60.48
2022-05-12 21:09:00,13.08,60.39
2022-05-12 21:08:00,13.18,60.31
2022-05-12 21:07:00,13.21,60.35
2022-05-12 21:06:00,13.23,60.39
2022-05-12 21:05:00,13.25,60.43
2022-05-12 21:04:00,13.27,60.47
2022-05-12 21:03:00,13.30,60.50
2022-05-12 21:02:00,13.32,60.54
2022-05-12 21:01:00,13.34,60.58
2022-05-12 21:00:00,13.36,60.62
2022-05-12 20:59:00,13.38,60.65
2022-05-12 20:58:00,13.39,60.72
2022-05-12 20:57:00,13.42,60.67
2022-05-12 20:56:00,13.44,60.62
2022-05-12 20:55:00,13.46,60.58
2022-05-12 20:54:00,13.48,60.53
2022-05-12 20:53:00,13.51,60.48
2022-05-12 20:52:00,13.53,60.44
2022-05-12 20:51:00,13.55,60.39
2022-05-12 20:50:00,13.57,60.34
2022-05-12 20:49:00,13.59,60.30
2022-05-12 20:48:00,13.50,60.55
2022-05-12 20:47:00,13.53,60.51
2022-05-12 20:46:00,13.55,60.47
2022-05-12 20:45:00,13.57,60.43
2022-05-12 20:44:00,13.59,60.39
2022-05-12 20:43:00,13.61,60.35
2022-05-12 20:42:00,13.63,60.31
2022-05-12 20:41:00,13.65,60.27
2022-05-12 20:40:00,13.67,60.23
2022-05-12 20:39:00,13.69,60.20
2022-05-12 20:38:00,13.69,60.44
2022-05-12 20:37:00,13.64,60.63
2022-05-12 20:36:00,13.59,60.81
2022-05-12 20:35:00,13.54,61.00
2022-05-12 20:34:00,13.49,61.18
2022-05-12 20:33:00,13.44,61.37
2022-05-12 20:32:00,13.39,61.55
2022-05-12 20:31:00,13.34,61.74
2022-05-12 20:30:00,13.29,61.92
2022-05-12 20:29:00,13.25,62.10
2022-05-12 20:28:00,13.28,60.35
2022-05-12 20:27:00,13.27,60.02
2022-05-12 20:26:00,13.26,59.70
2022-05-12 20:25:00,13.25,59.38
2022-05-12 20:24:00,13.24,59.06
2022-05-12 20:23:00,13.23,58.73
2022-05-12 20:22:00,13.22,58.41
2022-05-12 20:21:00,13.21,58.09
2022-05-12 20:20:00,13.20,57.77
2022-05-12 20:19:00,13.20,57.45
2022-05-12 20:18:00,13.34,57.46
2022-05-12 20:17:00,13.35,57.39
2022-05-12 20:16:00,13.36,57.33
2022-05-12 20:15:00,13.36,57.27
2022-05-12 20:14:00,13.37,57.21
2022-05-12 20:13:00,13.37,57.14
2022-05-12 20:12:00,13.38,57.08
2022-05-12 20:11:00,13.38,57.02
2022-05-12 20:10:00,13.39,56.96
2022-05-12 20:09:00,13.39,56.90
2022-05-12 20:08:00,13.34,56.92
2022-05-12 20:07:00,13.35,56.86
2022-05-12 20:06:00,13.36,56.80
2022-05-12 20:05:00,13.36,56.75
2022-05-12 20:04:00,13.37,56.69
2022-05-12 20:03:00,13.37,56.63
2022-05-12 20:02:00,13.38,56.58
2022-05-12 20:01:00,13.38,56.52
2022-05-12 20:00:00,13.39,56.46
2022-05-12 19:59:00,13.39,56.41
2022-05-12 19:58:00,13.30,56.37
2022-05-12 19:57:00,13.34,56.34
2022-05-12 19:56:00,13.37,56.31
2022-05-12 19:55:00,13.40,56.28
2022-05-12 19:54:00,13.43,56.25
2022-05-12 19:53:00,13.47,56.23
2022-05-12 19:52:00,13.50,56.20
2022-05-12 19:51:00,13.53,56.17
2022-05-12 19:50:00,13.56,56.14
2022-05-12 19:49:00,13.59,56.12
2022-05-12 19:48:00,13.51,56.28
2022-05-12 19:47:00,13.53,56.22
2022-05-12 19:46:00,13.55,56.17
2022-05-12 19:45:00,13.57,56.12
2022-05-12 19:44:00,13.59,56.06
2022-05-12 19:43:00,13.61,56.01
2022-05-12 19:42:00,13.63,55.96
2022-05-12 19:41:00,13.65,55.90
2022-05-12 19:40:00,13.67,55.85
2022-05-12 19:39:00,13.69,55.80
2022-05-12 19:38:00,13.64,55.98
2022-05-12 19:37:00,13.67,55.91
2022-05-12 19:36:00,13.70,55.85
2022-05-12 19:35:00,13.73,55.79
2022-05-12 19:34:00,13.76,55.73
2022-05-12 19:33:00,13.78,55.67
2022-05-12 19:32:00,13.81,55.61
2022-05-12 19:31:00,13.84,55.55
2022-05-12 19:30:00,13.87,55.49
2022-05-12 19:29:00,13.89,55.43
2022-05-12 19:28:00,13.82,55.59
2022-05-12 19:27:00,13.84,55.52
2022-05-12 19:26:00,13.86,55.45
2022-05-12 19:25:00,13.88,55.38
2022-05-12 19:24:00,13.90,55.31
2022-05-12 19:23:00,13.91,55.24
2022-05-12 19:22:00,13.93,55.17
2022-05-12 19:21:00,13.95,55.10
2022-05-12 19:20:00,13.97,55.03
2022-05-12 19:19:00,13.98,54.97
2022-05-12 19:18:00,14.08,54.90
2022-05-12 19:17:00,14.06,54.83
2022-05-12 19:16:00,14.04,54.77
2022-05-12 19:15:00,14.03,54.71
2022-05-12 19:14:00,14.01,54.65
2022-05-12 19:13:00,13.99,54.59
2022-05-12 19:12:00,13.98,54.53
2022-05-12 19:11:00,13.96,54.47
2022-05-12 19:10:00,13.94,54.41
2022-05-12 19:09:00,13.93,54.35
2022-05-12 19:08:00,14.11,54.38
2022-05-12 19:07:00,14.15,54.33
2022-05-12 19:06:00,14.18,54.29
2022-05-12 19:05:00,14.21,54.25
2022-05-12 19:04:00,14.24,54.21
2022-05-12 19:03:00,14.27,54.16
2022-05-12 19:02:00,14.30,54.12
2022-05-12 19:01:00,14.33,54.08
2022-05-12 19:00:00,14.36,54.04
2022-05-12 18:59:00,14.39,54.00
2022-05-12 18:58:00,14.31,54.01
2022-05-12 18:57:00,14.33,53.94
2022-05-12 18:56:00,14.35,53.88
2022-05-12 18:55:00,14.36,53.82
2022-05-12 18:54:00,14.38,53.76
2022-05-12 18:53:00,14.40,53.69
2022-05-12 18:52:00,14.41,53.63
2022-05-12 18:51:00,14.43,53.57
2022-05-12 18:50:00,14.45,53.51
2022-05-12 18:49:00,14.46,53.45
2022-05-12 18:48:00,14.46,53.57
2022-05-12 18:47:00,14.50,53.51
2022-05-12 18:46:00,14.54,53.46
2022-05-12 18:45:00,14.57,53.41
2022-05-12 18:44:00,14.61,53.36
2022-05-12 18:43:00,14.64,53.31
2022-05-12 18:42:00,14.68,53.26
2022-05-12 18:41:00,14.71,53.21
2022-05-12 18:40:00,14.75,53.16
2022-05-12 18:39:00,14.78,53.11
2022-05-12 18:38:00,14.71,53.28
2022-05-12 18:37:00,14.73,53.21
2022-05-12 18:36:00,14.75,53.15
2022-05-12 18:35:00,14.77,53.09
2022-05-12 18:34:00,14.79,53.02
2022-05-12 18:33:00,14.81,52.96
2022-05-12 18:32:00,14.83,52.90
2022-05-12 18:31:00,14.85,52.83
2022-05-12 18:30:00,14.87,52.77
2022-05-12 18:29:00,14.88,52.71
2022-05-12 18:28:00,14.91,52.87
2022-05-12 18:27:00,14.93,52.80
2022-05-12 18:26:00,14.95,52.74
2022-05-12 18:25:00,14.97,52.68
2022-05-12 18:24:00,14.99,52.62
2022-05-12 18:23:00,15.01,52.55
2022-05-12 18:22:00,15.03,52.49
2022-05-12 18:21:00,15.05,52.43
2022-05-12 18:20:00,15.07,52.37
2022-05-12 18:19:00,15.09,52.31
2022-05-12 18:18:00,15.12,52.09
2022-05-12 18:17:00,15.15,52.00
2022-05-12 18:16:00,15.18,51.91
2022-05-12 18:15:00,15.21,51.82
2022-05-12 18:14:00,15.24,51.73
2022-05-12 18:13:00,15.26,51.65
2022-05-12 18:12:00,15.29,51.56
2022-05-12 18:11:00,15.32,51.47
2022-05-12 18:10:00,15.35,51.38
2022-05-12 18:09:00,15.37,51.30
2022-05-12 18:08:00,15.40,51.36
2022-05-12 18:07:00,15.43,51.29
2022-05-12 18:06:00,15.45,51.22
2022-05-12 18:05:00,15.47,51.15
2022-05-12 18:04:00,15.49,51.08
2022-05-12 18:03:00,15.51,51.01
2022-05-12 18:02:00,15.53,50.94
2022-05-12 18:01:00,15.55,50.87
2022-05-12 18:00:00,15.57,50.80
2022-05-12 17:59:00,15.59,50.74
2022-05-12 17:58:00,15.61,50.75
2022-05-12 17:57:00,15.64,50.69
2022-05-12 17:56:00,15.67,50.63
2022-05-12 17:55:00,15.70,50.57
2022-05-12 17:54:00,15.73,50.51
2022-05-12 17:53:00,15.76,50.45
2022-05-12 17:52:00,15.79,50.39
2022-05-12 17:51:00,15.82,50.33
2022-05-12 17:50:00,15.85,50.27
2022-05-12 17:49:00,15.88,50.22
2022-05-12 17:48:00,15.80,50.27
2022-05-12 17:47:00,15.83,50.21
2022-05-12 17:46:00,15.86,50.16
2022-05-12 17:45:00,15.89,50.11
2022-05-12 17:44:00,15.92,50.06
2022-05-12 17:43:00,15.95,50.01
2022-05-12 17:42:00,15.98,49.96
2022-05-12 17:41:00,16.01,49.91
2022-05-12 17:40:00,16.04,49.86
2022-05-12 17:39:00,16.07,49.81
2022-05-12 17:38:00,16.12,49.88
2022-05-12 17:37:00,16.15,49.79
2022-05-12 17:36:00,16.17,49.70
2022-05-12 17:35:00,16.20,49.61
2022-05-12 17:34:00,16.22,49.52
2022-05-12 17:33:00,16.25,49.44
2022-05-12 17:32:00,16.27,49.35
2022-05-12 17:31:00,16.30,49.26
2022-05-12 17:30:00,16.32,49.17
2022-05-12 17:29:00,16.34,49.09
2022-05-12 17:28:00,16.34,49.00
2022-05-12 17:27:00,16.40,48.90
2022-05-12 17:26:00,16.46,48.81
2022-05-12 17:25:00,16.51,48.72
2022-05-12 17:24:00,16.57,48.63
2022-05-12 17:23:00,16.63,48.53
2022-05-12 17:22:00,16.68,48.44
2022-05-12 17:21:00,16.74,48.35
2022-05-12 17:20:00,16.80,48.26
2022-05-12 17:19:00,16.85,48.17
2022-05-12 17:18:00,16.81,48.19
2022-05-12 17:17:00,16.86,48.04
2022-05-12 17:16:00,16.90,47.89
2022-05-12 17:15:00,16.94,47.74
2022-05-12 17:14:00,16.98,47.59
2022-05-12 17:13:00,17.02,47.44
2022-05-12 17:12:00,17.06,47.29
2022-05-12 17:11:00,17.10,47.14
2022-05-12 17:10:00,17.14,46.99
2022-05-12 17:09:00,17.18,46.85
2022-05-12 17:08:00,17.10,46.73
2022-05-12 17:07:00,17.15,46.66
2022-05-12 17:06:00,17.20,46.59
2022-05-12 17:05:00,17.24,46.52
2022-05-12 17:04:00,17.29,46.45
2022-05-12 17:03:00,17.33,46.38
2022-05-12 17:02:00,17.38,46.31
2022-05-12 17:01:00,17.42,46.24
2022-05-12 17:00:00,17.47,46.17
2022-05-12 16:59:00,17.51,46.11
2022-05-12 16:58:00,17.60,46.07
2022-05-12 16:57:00,17.66,46.02
2022-05-12 16:56:00,17.71,45.97
2022-05-12 16:55:00,17.76,45.92
2022-05-12 16:54:00,17.82,45.87
2022-05-12 16:53:00,17.87,45.83
2022-05-12 16:52:00,17.92,45.78
2022-05-12 16:51:00,17.98,45.73
2022-05-12 16:50:00,18.03,45.68
2022-05-12 16:49:00,18.08,45.64
2022-05-12 16:48:00,18.02,45.70
2022-05-12 16:47:00,18.09,45.68
2022-05-12 16:46:00,18.15,45.67
2022-05-12 16:45:00,18.21,45.66
2022-05-12 16:44:00,18.27,45.65
2022-05-12 16:43:00,18.33,45.64
2022-05-12 16:42:00,18.39,45.63
2022-05-12 16:41:00,18.45,45.62
2022-05-12 16:40:00,18.51,45.61
2022-05-12 16:39:00,18.57,45.60
2022-05-12 16:38:00,18.60,45.73
2022-05-12 16:37:00,18.65,45.64
2022-05-12 16:36:00,18.69,45.55
2022-05-12 16:35:00,18.73,45.46
2022-05-12 16:34:00,18.78,45.37
2022-05-12 16:33:00,18.82,45.29
2022-05-12 16:32:00,18.86,45.20
2022-05-12 16:31:00,18.91,45.11
2022-05-12 16:30:00,18.95,45.02
2022-05-12 16:29:00,18.99,44.94
2022-05-12 16:28:00,18.99,44.98
2022-05-12 16:27:00,19.06,44.96
2022-05-12 16:26:00,19.13,44.94
2022-05-12 16:25:00,19.20,44.92
2022-05-12 16:24:00,19.27,44.90
2022-05-12 16:23:00,19.33,44.88
2022-05-12 16:22:00,19.40,44.86
2022-05-12 16:21:00,19.47,44.84
2022-05-12 16:20:00,19.54,44.82
2022-05-12 16:19:00,19.60,44.80
2022-05-12 16:18:00,19.60,44.99
2022-05-12 16:17:00,19.66,44.96
2022-05-12 16:16:00,19.72,44.94
2022-05-12 16:15:00,19.77,44.92
2022-05-12 16:14:00,19.83,44.90
2022-05-12 16:13:00,19.88,44.88
2022-05-12 16:12:00,19.94,44.86
2022-05-12 16:11:00,19.99,44.84
2022-05-12 16:10:00,20.05,44.82
2022-05-12 16:09:00,20.10,44.80
2022-05-12 16:08:00,20.10,45.10
2022-05-12 16:07:00,20.14,45.11
2022-05-12 16:06:00,20.17,45.12
2022-05-12 16:05:00,20.20,45.13
2022-05-12 16:04:00,20.23,45.14
2022-05-12 16:03:00,20.26,45.14
2022-05-12 16:02:00,20.29,45.15
2022-05-12 16:01:00,20.32,45.16
2022-05-12 16:00:00,20.35,45.17
2022-05-12 15:59:00,20.38,45.17
2022-05-12 15:58:00,20.31,45.20
2022-05-12 15:57:00,20.33,45.23
2022-05-12 15:56:00,20.35,45.25
2022-05-12 15:55:00,20.37,45.27
2022-05-12 15:54:00,20.39,45.29
2022-05-12 15:53:00,20.40,45.31
2022-05-12 15:52:00,20.42,45.33
2022-05-12 15:51:00,20.44,45.35
2022-05-12 15:50:00,20.46,45.37
2022-05-12 15:49:00,20.47,45.39
2022-05-12 15:48:00,20.41,45.05
2022-05-12 15:47:00,20.46,44.99
2022-05-12 15:46:00,20.51,44.93
2022-05-12 15:45:00,20.56,44.88
2022-05-12 15:44:00,20.61,44.82
2022-05-12 15:43:00,20.66,44.76
2022-05-12 15:42:00,20.71,44.71
2022-05-12 15:41:00,20.76,44.65
2022-05-12 15:40:00,20.81,44.59
2022-05-12 15:39:00,20.86,44.54
2022-05-12 15:38:00,20.86,44.52
2022-05-12 15:37:00,20.91,44.61
2022-05-12 15:36:00,20.95,44.69
2022-05-12 15:35:00,21.00,44.77
2022-05-12 15:34:00,21.04,44.85
2022-05-12 15:33:00,21.09,44.94
2022-05-12 15:32:00,21.13,45.02
2022-05-12 15:31:00,21.18,45.10
2022-05-12 15:30:00,21.22,45.18
2022-05-12 15:29:00,21.26,45.26
2022-05-12 15:28:00,21.27,45.65
2022-05-12 15:27:00,21.29,45.61
2022-05-12 15:26:00,21.30,45.57
2022-05-12 15:25:00,21.31,45.53
2022-05-12 15:24:00,21.32,45.49
2022-05-12 15:23:00,21.34,45.45
2022-05-12 15:22:00,21.35,45.41
2022-05-12 15:21:00,21.36,45.37
2022-05-12 15:20:00,21.37,45.33
2022-05-12 15:19:00,21.38,45.30
2022-05-12 15:18:00,21.31,44.80
2022-05-12 15:17:00,21.35,44.91
2022-05-12 15:16:00,21.39,45.02
2022-05-12 15:15:00,21.43,45.13
2022-05-12 15:14:00,21.47,45.24
2022-05-12 15:13:00,21.51,45.35
2022-05-12 15:12:00,21.55,45.46
2022-05-12 15:11:00,21.59,45.57
2022-05-12 15:10:00,21.63,45.68
2022-05-12 15:09:00,21.66,45.78
2022-05-12 15:08:00,21.61,45.17
2022-05-12 15:07:00,21.62,45.34
2022-05-12 15:06:00,21.63,45.51
2022-05-12 15:05:00,21.64,45.68
2022-05-12 15:04:00,21.65,45.85
2022-05-12 15:03:00,21.65,46.02
2022-05-12 15:02:00,21.66,46.19
2022-05-12 15:01:00,21.67,46.36
2022-05-12 15:00:00,21.68,46.53
2022-05-12 14:59:00,21.68,46.70
2022-05-12 14:58:00,21.66,46.74
2022-05-12 14:57:00,21.62,46.91
2022-05-12 14:56:00,21.58,47.08
2022-05-12 14:55:00,21.54,47.24
2022-05-12 14:54:00,21.50,47.41
2022-05-12 14:53:00,21.46,47.57
2022-05-12 14:52:00,21.42,47.74
2022-05-12 14:51:00,21.38,47.90
2022-05-12 14:50:00,21.34,48.07
2022-05-12 14:49:00,21.31,48.23
2022-05-12 14:48:00,21.38,48.22
2022-05-12 14:47:00,21.33,48.31
2022-05-12 14:46:00,21.29,48.39
2022-05-12 14:45:00,21.25,48.47
2022-05-12 14:44:00,21.20,48.55
2022-05-12 14:43:00,21.16,48.63
2022-05-12 14:42:00,21.12,48.71
2022-05-12 14:41:00,21.07,48.79
2022-05-12 14:40:00,21.03,48.87
2022-05-12 14:39:00,20.99,48.95
2022-05-12 14:38:00,20.87,48.40
2022-05-12 14:37:00,20.83,48.46
2022-05-12 14:36:00,20.79,48.52
2022-05-12 14:35:00,20.75,48.58
2022-05-12 14:34:00,20.71,48.64
2022-05-12 14:33:00,20.68,48.70
2022-05-12 14:32:00,20.64,48.76
2022-05-12 14:31:00,20.60,48.82
2022-05-12 14:30:00,20.56,48.88
2022-05-12 14:29:00,20.53,48.94
2022-05-12 14:28:00,20.43,48.93
2022-05-12 14:27:00,20.39,49.00
2022-05-12 14:26:00,20.36,49.06
2022-05-12 14:25:00,20.33,49.12
2022-05-12 14:24:00,20.29,49.18
2022-05-12 14:23:00,20.26,49.24
2022-05-12 14:22:00,20.23,49.30
2022-05-12 14:21:00,20.19,49.36
2022-05-12 14:20:00,20.16,49.42
2022-05-12 14:19:00,20.13,49.48
2022-05-12 14:18:00,20.19,49.03
2022-05-12 14:17:00,20.16,49.10
2022-05-12 14:16:00,20.14,49.17
2022-05-12 14:15:00,20.11,49.23
2022-05-12 14:14:00,20.09,49.30
2022-05-12 14:13:00,20.06,49.36
2022-05-12 14:12:00,20.04,49.43
